,time,open,high,low,close,volume
0,2024-12-01 00:00:00+00:00,1.9514,1.9568,1.9235,1.9287,18039392.0
1,2024-12-01 00:15:00+00:00,1.9287,1.9492,1.925,1.9269,10022894.0
2,2024-12-01 00:30:00+00:00,1.9269,1.9327,1.8878,1.8963,17123262.0
3,2024-12-01 00:45:00+00:00,1.8964,1.9034,1.8752,1.8803,13611114.0
4,2024-12-01 01:00:00+00:00,1.8804,1.8867,1.863,1.8794,16200940.0
5,2024-12-01 01:15:00+00:00,1.8794,1.8936,1.8612,1.8933,10415205.0
6,2024-12-01 01:30:00+00:00,1.8932,1.901,1.8861,1.8922,8215083.0
7,2024-12-01 01:45:00+00:00,1.8922,1.9063,1.8891,1.8984,7879426.0
8,2024-12-01 02:00:00+00:00,1.8984,1.8991,1.8722,1.8755,9021651.0
9,2024-12-01 02:15:00+00:00,1.8755,1.8868,1.8622,1.881,6927859.0
10,2024-12-01 02:30:00+00:00,1.8811,1.8822,1.8475,1.8578,11204551.0
11,2024-12-01 02:45:00+00:00,1.8577,1.8662,1.85,1.8627,5814543.0
12,2024-12-01 03:00:00+00:00,1.8627,1.8838,1.8613,1.8815,5800396.0
13,2024-12-01 03:15:00+00:00,1.8814,1.8876,1.8732,1.8805,4399168.0
14,2024-12-01 03:30:00+00:00,1.8804,1.8932,1.8775,1.8907,5386170.0
15,2024-12-01 03:45:00+00:00,1.8907,1.8945,1.8862,1.8912,3709337.0
16,2024-12-01 04:00:00+00:00,1.8912,1.8971,1.8827,1.8902,4084135.0
17,2024-12-01 04:15:00+00:00,1.89,1.9019,1.8782,1.8984,5795478.0
18,2024-12-01 04:30:00+00:00,1.8984,1.9009,1.8803,1.8835,4535203.0
19,2024-12-01 04:45:00+00:00,1.8835,1.8891,1.8807,1.8863,3461873.0
20,2024-12-01 05:00:00+00:00,1.8864,1.8868,1.8737,1.8746,4001148.0
21,2024-12-01 05:15:00+00:00,1.8746,1.8852,1.8743,1.8819,3254063.0
22,2024-12-01 05:30:00+00:00,1.8819,1.882,1.868,1.8731,3430138.0
23,2024-12-01 05:45:00+00:00,1.8731,1.8742,1.8549,1.8584,7167952.0
24,2024-12-01 06:00:00+00:00,1.8584,1.8691,1.858,1.8681,3785030.0
25,2024-12-01 06:15:00+00:00,1.8682,1.8682,1.8575,1.8592,4067988.0
26,2024-12-01 06:30:00+00:00,1.8592,1.876,1.8592,1.8726,3731686.0
27,2024-12-01 06:45:00+00:00,1.8727,1.8843,1.872,1.878,5998977.0
28,2024-12-01 07:00:00+00:00,1.8781,1.8848,1.8771,1.8815,3596574.0
29,2024-12-01 07:15:00+00:00,1.8816,1.8879,1.8767,1.8861,2871271.0
30,2024-12-01 07:30:00+00:00,1.8862,1.8882,1.878,1.8805,3564530.0
31,2024-12-01 07:45:00+00:00,1.8805,1.8805,1.8703,1.8723,3387742.0
32,2024-12-01 08:00:00+00:00,1.8723,1.886,1.8688,1.8832,3484459.0
33,2024-12-01 08:15:00+00:00,1.8833,1.8897,1.8804,1.8837,4995822.0
34,2024-12-01 08:30:00+00:00,1.8839,1.8931,1.8816,1.8925,4571817.0
35,2024-12-01 08:45:00+00:00,1.8925,1.9131,1.8899,1.9092,10820015.0
36,2024-12-01 09:00:00+00:00,1.9093,1.95,1.9089,1.9344,28724509.0
37,2024-12-01 09:15:00+00:00,1.9344,1.9425,1.9121,1.9229,9188649.0
38,2024-12-01 09:30:00+00:00,1.9229,1.9321,1.9164,1.9298,6983906.0
39,2024-12-01 09:45:00+00:00,1.9298,1.9313,1.9169,1.9224,5518203.0
40,2024-12-01 10:00:00+00:00,1.9224,1.9242,1.9061,1.9229,9240745.0
41,2024-12-01 10:15:00+00:00,1.9229,1.9248,1.9136,1.9246,4731995.0
42,2024-12-01 10:30:00+00:00,1.9247,1.9325,1.9165,1.9299,7027551.0
43,2024-12-01 10:45:00+00:00,1.93,1.9399,1.9254,1.9279,5368622.0
44,2024-12-01 11:00:00+00:00,1.9279,1.9345,1.9112,1.9123,6043066.0
45,2024-12-01 11:15:00+00:00,1.9123,1.9167,1.9073,1.9154,4176619.0
46,2024-12-01 11:30:00+00:00,1.9153,1.9244,1.914,1.9227,3832385.0
47,2024-12-01 11:45:00+00:00,1.9226,1.9232,1.8971,1.9122,10947846.0
48,2024-12-01 12:00:00+00:00,1.9122,1.9197,1.907,1.9164,4294589.0
49,2024-12-01 12:15:00+00:00,1.9164,1.9188,1.9027,1.9034,3678036.0
50,2024-12-01 12:30:00+00:00,1.9035,1.9092,1.8976,1.9047,5009317.0
51,2024-12-01 12:45:00+00:00,1.9047,1.9074,1.8931,1.896,4916064.0
52,2024-12-01 13:00:00+00:00,1.896,1.9069,1.8917,1.903,3864387.0
53,2024-12-01 13:15:00+00:00,1.903,1.9164,1.8995,1.9147,4604131.0
54,2024-12-01 13:30:00+00:00,1.9147,1.9198,1.9051,1.9077,4838916.0
55,2024-12-01 13:45:00+00:00,1.9077,1.9091,1.8943,1.9003,6393090.0
56,2024-12-01 14:00:00+00:00,1.9003,1.9133,1.895,1.9076,5602392.0
57,2024-12-01 14:15:00+00:00,1.9075,1.917,1.9045,1.9123,4811541.0
58,2024-12-01 14:30:00+00:00,1.9124,1.9169,1.9016,1.9168,5839857.0
59,2024-12-01 14:45:00+00:00,1.9167,1.9214,1.9118,1.918,5255450.0
60,2024-12-01 15:00:00+00:00,1.918,1.9183,1.9055,1.9062,4150170.0
61,2024-12-01 15:15:00+00:00,1.9061,1.9077,1.9005,1.9041,4593092.0
62,2024-12-01 15:30:00+00:00,1.9041,1.914,1.8954,1.9107,6600179.0
63,2024-12-01 15:45:00+00:00,1.9108,1.9108,1.8977,1.9015,4850328.0
64,2024-12-01 16:00:00+00:00,1.9013,1.9015,1.8862,1.8917,10029905.0
65,2024-12-01 16:15:00+00:00,1.8917,1.8995,1.881,1.8965,6488763.0
66,2024-12-01 16:30:00+00:00,1.8965,1.9067,1.8941,1.9003,4723895.0
67,2024-12-01 16:45:00+00:00,1.9003,1.915,1.895,1.9114,7466678.0
68,2024-12-01 17:00:00+00:00,1.9114,1.916,1.8987,1.9061,5215641.0
69,2024-12-01 17:15:00+00:00,1.9061,1.9155,1.9,1.9117,4306988.0
70,2024-12-01 17:30:00+00:00,1.9118,1.9235,1.9101,1.9213,5886368.0
71,2024-12-01 17:45:00+00:00,1.9212,1.931,1.9163,1.9283,5619659.0
